epoch,acc,loss,mean_absolute_error,val_acc,val_loss,val_mean_absolute_error
0,0.4459127298364645,7.195429234865533,0.3006032238124385,0.576215073466301,5.441286325454712,0.2967729717493057
1,0.556316714871295,5.699534701108187,0.29713357487196024,0.560705164204473,4.9710774421691895,0.33875803714213165
2,0.5814494056450537,5.372519654275657,0.2862037797294201,0.5297792605731798,4.948506147965141,0.346291976130527
3,0.6111027938563649,5.202913211836824,0.2832417089429179,0.6605746823808422,4.956365917039954,0.3064623902673307
4,0.5700253449207995,5.038138702886413,0.29094606602915085,0.6235126101452372,4.910510477812394,0.29785560265831323
5,0.6069019511323408,4.913225810588047,0.27688729066251666,0.53656739514807,5.2164580511010215,0.3139165264108907
6,0.6279485441804902,4.807499276853637,0.2739316398199832,0.5588347212128018,4.618354216865871,0.2995289901028509
7,0.6081342840973126,4.712072037743842,0.27361382297614173,0.6358123888140139,4.848709852799125,0.2897492595340895
8,0.6080527720263483,4.608409583262908,0.28240223290250777,0.5363789097122524,4.723901023035464,0.32948058714037354
9,0.6246479622940483,4.515450748672628,0.2798896566191787,0.6217655176701753,4.756704931673796,0.2970648718916852
10,0.6267125463676596,4.436818512135635,0.28825190527635364,0.5604915359745855,4.7684965962949,0.31892818212509155
11,0.5942295187707988,4.346393305544111,0.27932116626723996,0.6165514795676522,4.571600685948911,0.2918412983417511
12,0.5830816953684703,4.285940804222064,0.2925759716377622,0.622957618340202,4.577476169752038,0.29592474128889
13,0.5870009087527547,4.224354138516294,0.2951891455228012,0.6486347913742065,4.383158008257548,0.2792927647630374
14,0.6051002786113293,4.1596351026519525,0.29369086883379714,0.6468296076940454,4.479009338047193,0.30613072151723114
15,0.5816311077651662,4.086837871837592,0.3025354877103112,0.625563585239908,4.507020846657131,0.3198101714901302
16,0.6150460973614973,4.043841020609156,0.29680948773721666,0.6168323262878086,4.233175246611886,0.3027222946934078
17,0.5911185741946428,3.965926942413788,0.3055307020613221,0.607999703158503,4.3812741403994355,0.29093132589174353
18,0.5741846914630787,3.92829429575405,0.3122855279224647,0.5671749659206556,4.356258288673732,0.3018193076486173
19,0.567916101795051,3.8341950292211537,0.3185200431296198,0.6253248323564944,4.107041234555452,0.3013112545013428
20,0.5714975744802703,3.8107680204438,0.3176193193169666,0.6743134804393934,4.222185083057569,0.29159260573594464
21,0.5742115005272939,3.7395424265428456,0.3163874996530136,0.6549036580583324,4.310750671055006,0.2853425261767014
22,0.5576684938139137,3.7014078860434987,0.3092776703230659,0.6136971167896105,3.9290921895400337,0.2991354167461395
23,0.603721118522102,3.6570516049280326,0.3082795929194451,0.6018767279127369,3.9745109910550327,0.3120060174361519
24,0.605467643582724,3.6238261006935604,0.31006538331545913,0.624430132948834,4.105443778245346,0.2989818583364072
25,0.602093822513244,3.599569418223073,0.3023966583630083,0.6586319778276526,4.181508541107178,0.2902114158091338
26,0.6273964022752014,3.526983573879932,0.3025746566670103,0.6698512782653173,3.8505730430285134,0.30563053488731384
27,0.6132888666908021,3.4983228074825874,0.3125395003447613,0.6217657327651978,4.035457476325657,0.31265560051669244
28,0.5860155134740809,3.440932746407686,0.30623122577819323,0.6496295073758,3.7925752453182056,0.2880497186080269
29,0.6301070837369703,3.401342438136395,0.3026266536780945,0.6522047027297642,3.7398050660672397,0.3058932047823201
30,0.6147222562310396,3.366126291150969,0.3056346691459921,0.6826162234596584,3.827561720557835,0.29096661313720373
31,0.5733426854569882,3.309289140972102,0.30972605285672566,0.6106768898341967,4.000436461490134,0.30970861730368243
32,0.5862665998480929,3.2939208115094,0.3113748634920186,0.6246665897576705,3.746913702591606,0.30354937651883
33,0.571750486635133,3.2659989088009564,0.3196803356424729,0.6216687663741733,3.930009240689485,0.3029385973577914
34,0.5995018111934715,3.2339215350502992,0.32297938443256197,0.6396117158558058,3.6007098425989565,0.317511982243994
35,0.6099180030479813,3.1754150680782947,0.3247110705363743,0.6655738483304563,3.734605291615362,0.3270436227321625
36,0.5714839388908186,3.1360725394780373,0.32281643703551943,0.577828383964041,3.623875275902126,0.3316752210907314
37,0.5658863342222882,3.087026317119002,0.3262808559118046,0.5945838612058888,3.606272386467975,0.31931191294089606
38,0.5821822819820115,3.0905905680331385,0.31507566760598754,0.6427408379057179,3.9954044196916665,0.32349442399066425
